index,time_s,q0,q1,q2,q3,q4,q5,force_N,target_contact_count,force_error_N,scheduled_xy_error_m,reference_xy_error_m,scheduled_orientation_error_rad,force_normal_orientation_error_rad
11,0.022,-1.7197937076125675e-11,-0.10001635005237201,0.14995032580364004,-0.04993463420072278,5.680548963531416e-13,0.0001504439287709718,5.000313388421603,1,0.0003133884216026672,1.0489743378508492e-10,4.411216694291156e-06,5.943418054121173e-10,0.1743831397548037
12,0.024,-1.876138590122801e-11,-0.10001783642076947,0.14994580996760734,-0.04992869185533394,6.196962505670637e-13,0.0001641206495683329,5.000334765477262,1,0.00033476547726163375,1.1225394156794603e-10,4.8122342141496835e-06,6.483728437280124e-10,0.17436952289304772
13,0.026000000000000002,-2.0324834726330348e-11,-0.10001932278916693,0.14994129413157462,-0.0499227495099451,6.713376047809857e-13,0.00017779737036569397,5.0003549570009165,1,0.0003549570009164782,1.192457584352727e-10,5.213251369317295e-06,7.024039306466371e-10,0.17435590603129117
14,0.028,-2.188828355143268e-11,-0.10002080915756438,0.14993677829554192,-0.049916807164556265,7.229789589949076e-13,0.00019147409116305504,5.000373962963929,1,0.0003739629639287756,1.258726363216583e-10,5.614268159545925e-06,7.564349759353277e-10,0.1743422891695353
15,0.03,-2.3451732376535014e-11,-0.10002229552596183,0.1499322624595092,-0.04991086481916742,7.746203132088295e-13,0.0002051508119604161,5.000391783353133,1,0.00039178335313305723,1.3213421266995125e-10,6.015284584473015e-06,8.104660419627822e-10,0.1743286723077796
16,0.032,-2.501518120163735e-11,-0.10002378189435929,0.14992774662347647,-0.04990492247377858,8.262616674227516e-13,0.00021882753275777718,5.000408418167282,1,0.0004084181672823206,1.3803017609734707e-10,6.4163006437863166e-06,8.644971149867523e-10,0.1743150554460234
17,0.034,-2.6578630026739687e-11,-0.10002526826275675,0.14992323078744374,-0.04989898012838975,8.779030216366736e-13,0.00023250425355513828,5.00042386736606,1,0.0004238673660603709,1.435602056800674e-10,6.817316337167507e-06,9.185281948717197e-10,0.17430143858426742
18,0.036000000000000004,-2.8142078851842017e-11,-0.10002675463115421,0.14991871495141101,-0.049893037783000915,9.295443758505955e-13,0.0002461809743524993,5.000438130973102,1,0.00043813097310163585,1.4872398656587177e-10,7.2183316642982645e-06,9.725592886921052e-10,0.17428782172251103
19,0.038,-2.970552767694435e-11,-0.10002824099955165,0.1499141991153783,-0.04988709543761207,9.811857300645174e-13,0.00025985769514986037,5.000451208925129,1,0.0004512089251287321,1.5352123686227224e-10,7.619346624900166e-06,1.0265903338623833e-09,0.17427420486075554
20,0.04,-3.1268976502046683e-11,-0.1000297273679491,0.14990968327934556,-0.04988115309222323,1.0328270842784394e-12,0.00027353441594722146,5.000463101231732,1,0.0004631012317322103,1.5795159661423173e-10,8.020361218610656e-06,1.0806213997714566e-09,0.1742605879989997
21,0.042,-3.2832425327149017e-11,-0.10003121373634657,0.14990516744331286,-0.049875210746834396,1.0844684384923613e-12,0.0002872111367445825,5.0004738078587,1,0.0004738078587003258,1.6201475530634016e-10,8.421375445119216e-06,1.1346524588264036e-09,0.1742469711372436
