index,time_s,q0,q1,q2,q3,q4,q5,force_N,target_contact_count,force_error_N,scheduled_xy_error_m,reference_xy_error_m,scheduled_orientation_error_rad,force_normal_orientation_error_rad
476,0.9520000000000001,-7.443047940149867e-10,-0.10055615283623136,0.14766223043585944,-0.047187749940784604,2.4056920110060366e-11,0.0065633210497608695,5.000118392733172,1,0.00011839273317182375,9.49175422161759e-11,0.0001908809326721375,3.206148019914453e-09,0.16805127652551566
477,0.9540000000000001,-7.458687164827141e-10,-0.10055691998107048,0.14765681624881416,-0.04718187820489159,2.4106067340993426e-11,0.006577247561494233,5.000148925875909,1,0.00014892587590864537,1.0934440466206252e-10,0.00019128195726239412,3.206193570294543e-09,0.16803765960977368
478,0.9560000000000001,-7.474326389504413e-10,-0.1005576871259096,0.1476514020617689,-0.04717600646899857,2.4155214571926476e-11,0.006591174073227594,5.000178260468631,1,0.00017826046863067546,1.232104024175594e-10,0.0001916829812917747,3.2062390198711973e-09,0.16802404269403132
479,0.9580000000000001,-7.489965614181687e-10,-0.10055845427074872,0.14764598787472366,-0.04717013473310556,2.4204361802859533e-11,0.006605100584960958,5.00020639647966,1,0.00020639647966014252,1.365151135737396e-10,0.0001920840047598613,3.206284520426306e-09,0.1680104257782887
480,0.96,-7.505604838858959e-10,-0.10055922141558783,0.1476405736876784,-0.04716426299721255,2.4253509033792587e-11,0.0066190270966943205,5.000233333896462,1,0.0002333338964621845,1.492582600352067e-10,0.00019248502766637792,3.206330010378276e-09,0.16799680886254725
481,0.962,-7.521244063536232e-10,-0.10055998856042696,0.14763515950063313,-0.04715839126131953,2.430265626472564e-11,0.006632953608427683,5.0002590727167515,1,0.00025907271675151833,1.6143948561889702e-10,0.0001928860500109708,3.206375553041182e-09,0.16798319194680517
482,0.964,-7.536883288213505e-10,-0.10056075570526607,0.1476297453135879,-0.04715251952542652,2.4351803495658694e-11,0.006646880120161045,5.000283612912736,1,0.0002836129127361531,1.7305858207871744e-10,0.00019328707179343003,3.206420985355763e-09,0.16796957503106322
483,0.966,-7.552522512890778e-10,-0.1005615228501052,0.14762433112654264,-0.04714664778953351,2.4400950726591754e-11,0.006660806631894408,5.000306954443744,1,0.0003069544437437344,1.8411509166486634e-10,0.00019368809301330194,3.206466526755611e-09,0.16795595811532085
484,0.968,-7.56816173756805e-10,-0.10056228999494432,0.14761891693949739,-0.04714077605364049,2.4450097957524807e-11,0.006674733143627771,5.000329097330489,1,0.0003290973304892475,1.9460877712616996e-10,0.0001940891136703463,3.2065120462727144e-09,0.16794234119957954
485,0.97,-7.583800962245323e-10,-0.10056305713978345,0.14761350275245214,-0.04713490431774747,2.4499245188457858e-11,0.006688659655361133,5.000350041542493,1,0.0003500415424930736,2.0453936143814205e-10,0.00019449013376428816,3.206557514416776e-09,0.16792872428383612
486,0.972,-7.599440186922596e-10,-0.10056382428462256,0.14760808856540686,-0.047129032581854455,2.4548392419390914e-11,0.006702586167094495,5.000369787030215,1,0.00036978703021528503,2.139064306189652e-10,0.00019489115329471548,3.2066030560822874e-09,0.16791510736809534
487,0.974,-7.615079411599869e-10,-0.10056459142946167,0.1476026743783616,-0.047123160845961444,2.4597539650323965e-11,0.006716512678827858,5.000388333837188,1,0.0003883338371881706,2.2270975722973707e-10,0.00019529217226139757,3.206648558515236e-09,0.16790149045235336
488,0.976,-7.630718636277143e-10,-0.1005653585743008,0.14759726019131636,-0.04711728911006843,2.4646686881257022e-11,0.006730439190561221,5.000405681901847,1,0.000405681901846755,2.309490158631997e-10,0.00019569319066401177,3.206694032989855e-09,0.16788787353661164
489,0.978,-7.646357860954414e-10,-0.10056612571913992,0.1475918460042711,-0.047111417374175416,2.469583411219008e-11,0.006744365702294582,5.000421831227719,1,0.00042183122771888293,2.3862382736766965e-10,0.00019609420850217905,3.206739569707381e-09,0.16787425662086963
490,0.98,-7.661997085631688e-10,-0.10056689286397903,0.14758643181722583,-0.047105545638282405,2.4744981343123135e-11,0.006758292214027947,5.000436781772688,1,0.0004367817726880219,2.457339461890786e-10,0.0001964952257756522,3.206785065454483e-09,0.16786063970512752
491,0.982,-7.67763631030896e-10,-0.10056766000881816,0.14758101763018058,-0.047099673902389394,2.479412857405619e-11,0.006772218725761308,5.000450533552759,1,0.00045053355275914697,2.5227902357569547e-10,0.00019689624248408254,3.206830584412493e-09,0.16784702278938538
492,0.984,-7.693275534986236e-10,-0.10056842715365727,0.14757560344313533,-0.047093802166496376,2.484327580498925e-11,0.006786145237494674,5.000463086529498,1,0.00046308652949811346,2.5825876977057696e-10,0.00019729725862718296,3.206876078009881e-09,0.16783340587364334
493,0.986,-7.708914759663507e-10,-0.1005691942984964,0.14757018925609006,-0.04708793043060336,2.4892423035922302e-11,0.006800071749228035,5.000474440701128,1,0.00047444070112767633,2.6367282824117886e-10,0.00019769827420459358,3.2069216182339195e-09,0.16781978895790092
494,0.988,-7.724553984340783e-10,-0.10056996144333552,0.14756477506904483,-0.04708205869471035,2.4941570266855356e-11,0.006813998260961398,5.000484596030904,1,0.00048459603090389436,2.6852095955771956e-10,0.00019809928921607752,3.206967089728734e-09,0.16780617204215958
495,0.99,-7.740193209018054e-10,-0.10057072858817463,0.14755936088199956,-0.04707618695881734,2.499071749778841e-11,0.00682792477269476,5.000493552507576,1,0.0004935525075762115,2.728027603664419e-10,0.0001985003036612315,3.207012621725316e-09,0.16779255512641741
496,0.992,-7.755832433695327e-10,-0.10057149573301376,0.1475539466949543,-0.04707031522292432,2.503986472872147e-11,0.006841851284428123,5.000501310141978,1,0.0005013101419777399,2.765179808425923e-10,0.0001989013175398031,3.2070581257550154e-09,0.16777893821067524
497,0.994,-7.7714716583726e-10,-0.10057226287785287,0.14754853250790906,-0.0470644434870313,2.508901195965452e-11,0.006855777796161485,5.0005078688868885,1,0.000507868886888474,2.796663052470498e-10,0.00019930233085147919,3.207103600082118e-09,0.16776532129493388
498,0.996,-7.787110883049874e-10,-0.100573030022692,0.1475431183208638,-0.04705857175113829,2.5138159190587577e-11,0.006869704307894849,5.000513228733519,1,0.000513228733519,2.822473640686592e-10,0.00019970334359588947,3.2071491314384382e-09,0.16775170437919146
499,0.998,-7.802750107727145e-10,-0.10057379716753112,0.14753770413381856,-0.04705270001524528,2.518730642152063e-11,0.006883630819628211,5.0005173896707324,1,0.0005173896707324488,2.842608814751221e-10,0.00020010435577275804,3.207194654773238e-09,0.16773808746344943
500,1.0,-7.818389332404418e-10,-0.10057456431237023,0.14753228994677328,-0.04704682827935226,2.5236453652453687e-11,0.006897557331361574,5.0005203516774115,1,0.0005203516774114902,2.8570655301465325e-10,0.00020050536738177964,3.207240161412169e-09,0.16772447054770795
501,1.002,-7.834028557081692e-10,-0.10057533145720936,0.14752687575972803,-0.047040956543459245,2.5285600883386737e-11,0.006911483843094935,5.000522114718018,1,0.0005221147180183294,2.8658403087056326e-10,0.00020090637842260905,3.2072856947205874e-09,0.16771085363196578
502,1.004,-7.849667781758965e-10,-0.10057609860204847,0.14752146157268275,-0.04703508480756624,2.5334748114319798e-11,0.006925410354828299,5.000522678821698,1,0.000522678821697653,2.8689303488334505e-10,0.00020130738889496264,3.207331223473598e-09,0.16769723671622377
503,1.006,-7.865307006436237e-10,-0.1005768657468876,0.1475160473856375,-0.04702921307167322,2.538389534525285e-11,0.006939336866561661,5.000522043930879,1,0.000522043930878624,2.866332502019564e-10,0.00020170839879852818,3.207376713844342e-09,0.16768361980048138
504,1.008,-7.880946231113511e-10,-0.10057763289172672,0.14751063319859226,-0.047023341335780205,2.5433042576185905e-11,0.006953263378295024,5.000520210048668,1,0.0005202100486680905,2.858043359574459e-10,0.00020210940813296475,3.2074222360853336e-09,0.1676700028847394
505,1.01,-7.896585455790783e-10,-0.10057840003656583,0.147505219011547,-0.047017469599887195,2.5482189807118958e-11,0.006967189890028386,5.0005171771611145,1,0.0005171771611145459,2.8440600939710555e-10,0.000202510416897987,3.207467742492463e-09,0.16765638596899732
506,1.012,-7.912224680468056e-10,-0.10057916718140494,0.14749980482450176,-0.04701159786399418,2.5531337038052018e-11,0.00698111640176175,5.0005129452361,1,0.0005129452360996822,2.8243792185198904e-10,0.00020291142509324886,3.2075132712270903e-09,0.1676427690532559
507,1.014,-7.927863905145331e-10,-0.10057993432624407,0.14749439063745648,-0.047005726128101166,2.5580484268985075e-11,0.006995042913495113,5.000507514275728,1,0.0005075142757275941,2.798997879740503e-10,0.00020331243271846412,3.2075587858603835e-09,0.16762915213751264
508,1.016,-7.943503129822604e-10,-0.1005807014710832,0.14748897645041123,-0.04699985439220815,2.5629631499918132e-11,0.007008969425228476,5.0005008842562475,1,0.0005008842562475024,2.7679128772472665e-10,0.00020371343977331272,3.207604289860594e-09,0.16761553522177036
509,1.018,-7.959142354499876e-10,-0.10058146861592232,0.14748356226336598,-0.04699398265631513,2.5678778730851182e-11,0.0070228959369618375,5.000493055154291,1,0.000493055154291433,2.7311208979425615e-10,0.00020411444625746247,3.207649811848464e-09,0.16760191830602916
510,1.02,-7.97478157917715e-10,-0.10058223576076143,0.14747814807632073,-0.04698811092042212,2.572792596178424e-11,0.0070368224486952015,5.000484026953853,1,0.0004840269538526343,2.6886189843992876e-10,0.000204515452170621,3.2076953284050883e-09,0.16758830139028788
511,1.022,-7.990420803854422e-10,-0.10058300290560056,0.14747273388927545,-0.04698223918452911,2.5777073192717293e-11,0.007050748960428563,5.000473799658502,1,0.00047379965850158356,2.6404037802661774e-10,0.00020491645751244752,3.207740877691799e-09,0.1675746844745453
512,1.024,-8.006060028531696e-10,-0.10058377005043967,0.1474673197022302,-0.04697636744863609,2.5826220423650353e-11,0.007064675472161927,5.000462373235763,1,0.0004623732357629251,2.5864724236625617e-10,0.0002053174622826592,3.207786390321361e-09,0.1675610675588022
