trajectory,paper_time_scale,feasibility_pass,failed_criteria,tail_mean_abs_force_error_N,contact_present_fraction,max_tangential_position_error_m,max_planar_velocity_slack_m_s,max_abs_normal_velocity_slack_m_s,max_orientation_error_rad,max_angular_velocity_slack_rad_s,max_abs_qdot_rad_s,max_qdot_utilization,tail_max_qdot_utilization,qdot_saturation_fraction,tail_qdot_saturation_fraction,max_qdot_violation_rad_s,max_joint_limit_violation_rad,case_dir
e1-cycloid,0.05,False,qdot_saturation_fraction;tail_max_qdot_utilization;max_orientation_error_rad;max_angular_velocity_slack_rad_s,0.0005500972850374586,1.0,9.543404143597923e-06,2.8224877156694035e-09,4.8531400686363524e-11,0.17416151436895033,0.6869592104751856,0.15,1.0,1.0,1.0,1.0,0.0,0.0,runs/tilted_orientation_gain_timing_sweep/20260524T091826/kp5p0/e1_scale-0p05
e1-cycloid,0.075,False,qdot_saturation_fraction;tail_max_qdot_utilization;max_orientation_error_rad;max_angular_velocity_slack_rad_s,0.0005501050439880206,1.0,9.543415791277527e-06,2.8224893043827156e-09,4.8531406879868434e-11,0.17416151436895033,0.6869592104751856,0.15000000000000002,1.0000000000000002,1.0,1.0,1.0,2.7755575615628914e-17,0.0,runs/tilted_orientation_gain_timing_sweep/20260524T091826/kp5p0/e1_scale-0p075
e1-cycloid,0.1,False,qdot_saturation_fraction;tail_max_qdot_utilization;max_orientation_error_rad;max_angular_velocity_slack_rad_s,0.0005501200319756405,1.0,9.543438497833359e-06,2.822493353784906e-09,4.853141839951652e-11,0.17416151436895033,0.6869592104751856,0.15000000000000002,1.0000000000000002,1.0,1.0,1.0,2.7755575615628914e-17,0.0,runs/tilted_orientation_gain_timing_sweep/20260524T091826/kp5p0/e1_scale-0p1
