trajectory,paper_time_scale,feasibility_pass,failed_criteria,tail_mean_abs_force_error_N,contact_present_fraction,max_tangential_position_error_m,max_planar_velocity_slack_m_s,max_abs_normal_velocity_slack_m_s,max_orientation_error_rad,max_angular_velocity_slack_rad_s,max_abs_qdot_rad_s,max_qdot_utilization,tail_max_qdot_utilization,qdot_saturation_fraction,tail_qdot_saturation_fraction,max_qdot_violation_rad_s,max_joint_limit_violation_rad,case_dir
e1-cycloid,0.05,False,qdot_saturation_fraction;tail_max_qdot_utilization;max_orientation_error_rad;max_angular_velocity_slack_rad_s,0.0005500972858954655,1.0,9.543404143566696e-06,2.8224877140155497e-09,4.8531399913869476e-11,0.17416151436895033,0.1633604348751847,0.15,1.0,1.0,1.0,1.0,0.0,0.0,runs/tilted_orientation_gain_timing_sweep/20260524T091826/kp2p0/e1_scale-0p05
e1-cycloid,0.075,False,qdot_saturation_fraction;tail_max_qdot_utilization;max_orientation_error_rad;max_angular_velocity_slack_rad_s,0.0005501050363900939,1.0,9.543415791312244e-06,2.822489336012395e-09,4.853140683921085e-11,0.17416151436895033,0.1633604348751847,0.15,1.0,1.0,1.0,1.0,0.0,0.0,runs/tilted_orientation_gain_timing_sweep/20260524T091826/kp2p0/e1_scale-0p075
e1-cycloid,0.1,False,qdot_saturation_fraction;tail_max_qdot_utilization;max_orientation_error_rad;max_angular_velocity_slack_rad_s,0.0005501200306344068,1.0,9.54343849782475e-06,2.822493403831312e-09,4.8531419930952086e-11,0.17416151436895033,0.1633604348751847,0.15,1.0,1.0,1.0,1.0,0.0,0.0,runs/tilted_orientation_gain_timing_sweep/20260524T091826/kp2p0/e1_scale-0p1
