trajectory,paper_time_scale,feasibility_pass,failed_criteria,tail_mean_abs_force_error_N,contact_present_fraction,max_tangential_position_error_m,max_planar_velocity_slack_m_s,max_abs_normal_velocity_slack_m_s,max_orientation_error_rad,max_angular_velocity_slack_rad_s,max_abs_qdot_rad_s,max_qdot_utilization,tail_max_qdot_utilization,qdot_saturation_fraction,tail_qdot_saturation_fraction,max_qdot_violation_rad_s,max_joint_limit_violation_rad,case_dir
e1-cycloid,0.05,False,qdot_saturation_fraction;tail_max_qdot_utilization;max_orientation_error_rad;max_angular_velocity_slack_rad_s,0.001581200683072752,1.0,8.08398110996296e-06,1.1108882458766555e-09,2.1671026376125693e-11,0.17435839250232021,0.03769354013880992,0.15,1.0,1.0,0.229,1.0,0.0,0.0,runs/tilted_orientation_gain_timing_sweep/20260524T091826/kp0p5/e1_scale-0p05
e1-cycloid,0.075,False,qdot_saturation_fraction;tail_max_qdot_utilization;max_orientation_error_rad;max_angular_velocity_slack_rad_s,0.0015813218217458935,1.0,8.084067111631117e-06,1.1109227150980039e-09,2.167111066606834e-11,0.17435839250232021,0.0376959415297048,0.15,1.0,1.0,0.229,1.0,0.0,0.0,runs/tilted_orientation_gain_timing_sweep/20260524T091826/kp0p5/e1_scale-0p075
e1-cycloid,0.1,False,qdot_saturation_fraction;tail_max_qdot_utilization;max_orientation_error_rad;max_angular_velocity_slack_rad_s,0.0015815317012663054,1.0,8.08423729217811e-06,1.1110126605313996e-09,2.1671274644870665e-11,0.17435839250232021,0.03769512024508997,0.15,1.0,1.0,0.229,1.0,0.0,0.0,runs/tilted_orientation_gain_timing_sweep/20260524T091826/kp0p5/e1_scale-0p1
